18,34.495,18
12,39.123,9
14,30.148,14
16,32.225,17
13,42.907,18
14,32.239,17
13,30.98,13
17,32.393,25
14,29.035,19
13,32.871,15
16,30.091,18
14,38.929,18
11,36.232,18
14,42.772,19
15,36.305,25
11,31.195,13
12,29.139,14
18,37.345,20
15,30.345,12
18,28.317,16
14,33.719,15
18,32.81,20
15,27.173,18
16,38.68,12
15,37.195,18
15,35.954,17
13,31.428,17
13,37.881,16
11,43.972,8
14,35.139,14
16,35.54,25
16,42.278,12
16,30.453,19
10,39.972,7
13,40.549,10
13,32.584,18
15,36.211,18
14,35.401,11
9,32.978,14
14,27.06,18
14,37.044,11
17,33.539,17
15,38.509,18
16,32.743,21
11,39.714,8
16,29.098,21
13,33.911,15
13,35.509,22
9,33.791,7
13,38.544,10
13,32.626,17
15,37.028,19
11,40.773,9
16,31.125,15
16,37.108,15
15,37.649,17
14,36.202,13
16,26.759,19
11,46.02,12
10,33.508,22
12,32.21,13
13,38.052,17
15,34.808,18
15,35.66,20
14,34.058,18
12,33.406,12
14,34.496,15
14,44.099,17
10,36.011,13
14,34.692,18
17,30.07,18
12,32.567,13
14,29.945,18
12,36.308,19
10,39.851,11
17,35.886,14
12,36.851,11
13,31.18,14
11,44.411,8
10,32.478,8
14,33.589,16
16,34.817,15
15,35.832,13
12,37.285,13
12,36.097,18
14,41.558,15
13,29.273,11
13,36.635,16
8,34.379,10
12,36.193,13
14,38.392,14
16,41.915,14
15,30.497,19
14,40.797,11
15,40.616,21
13,40.205,14
17,38.673,14
11,37.146,11
16,28.44,21
11,40.02,15
12,34.419,13
14,37.351,13
15,28.81,15
16,33.302,17
14,37.188,23
16,32.005,20
16,41.715,16
15,29.732,16
10,37.746,16
16,36.274,20
17,29.231,14
11,25.041,14
13,28.947,14
17,32.014,17
17,29.255,15
16,32.276,15
15,40.543,16
15,31.56,18
15,37.3,12
16,30.654,20
15,31.397,16
13,31.868,13
18,26.486,23
14,43.102,17
13,41.671,13
14,36.033,19
7,47.328,3
16,32.166,21
14,33.483,20
17,28.952,16
13,41.24,15
14,30.397,12
17,31.399,23
15,39.291,14
14,40.117,20
12,39.64,10
16,36.479,18
9,40.454,14
11,39.125,10
16,31.864,13
12,42.244,13
13,33.554,12
14,38.342,21
12,32.913,12
14,32.717,13
10,44.005,11
14,20.855,22
12,35.666,13
12,35.501,15
15,30.073,19
15,39.068,17
12,35.658,16
14,33.751,11
17,31.077,14
11,37.786,11
12,34.233,10
13,40.43,7
11,37.07,15
16,32.678,22
12,40.378,17
19,29.148,25
13,32.138,15
12,35.695,11
14,36.257,21
14,30.204,19
14,34.086,10
15,29.447,18
14,31.944,14
12,36.724,16
14,29.013,17
13,41.946,10
14,25.741,12
12,38.733,12
8,37.4,7
16,45.843,10
14,32.674,19
14,29.35,22
17,30.381,19
17,35.847,17
12,38.482,14
14,31.19,17
13,39.08,18
11,41.545,8
10,41.799,14
16,36.746,16
17,36.597,21
16,33.453,19
15,38.728,19
10,33.93,15
12,38.953,11
11,34.686,12
13,45.435,12
14,26.74,20
13,35.367,18
12,39.068,15
16,29.395,17
13,26.796,17
17,31.254,17
16,34.722,15
9,43.034,16
19,37.948,24
14,32.698,18
11,40.941,13
11,38.734,9
18,32.006,24
16,31.022,16
15,23.565,17
12,39.669,15
13,35.348,17
13,37.852,8
14,37.129,19
12,38.141,18
16,32.709,18
10,33.106,10
14,37.545,20
14,34.963,24
16,32.016,20
10,39.235,18
13,35.482,11
14,34.12,14
15,35.301,18
19,29.845,23
16,31.282,16
13,36.663,14
13,35.583,17
16,42.912,18
11,33.138,14
15,31.29,23
14,36.472,12
10,38.42,5
17,42.656,16
15,34.758,19
13,35.849,11
12,39.157,17
17,35.64,19
17,32.395,18
12,39.721,14
11,34.384,11
13,34.354,19
13,40.568,17
13,37.581,17
17,35.994,18
12,41.366,14
11,33.123,15
12,40.856,12
12,38.19,20
12,40.882,16
18,32.101,14
18,29.193,21
17,28.144,14
10,37.813,13
15,32.748,19
14,40.337,16
12,38.149,16
15,30.002,15
13,31.197,18
17,27.601,17
15,32.723,20
13,34.046,15
16,31.915,14
14,28.454,24
18,32.233,23
14,36.616,18
16,33.913,14
16,32.508,14
10,43.938,14
12,33.534,22
11,34.728,17
13,35.944,17
12,28.402,12
14,37.438,21
11,30.319,5
15,35.225,22
9,37.656,7
11,33.8,13
17,27.801,20
13,36.039,16
10,37.967,7
15,39.653,17
17,32.321,19
14,34.644,10
11,34.795,8
10,33.263,13
18,23.175,20
12,36.078,12
14,45.229,13
15,30.725,20
17,26.127,24
12,33.41,13
15,29.064,18
15,35.08,15
16,43.117,19
9,45.473,11
16,31.954,18
14,24.659,24
13,39.382,19
10,45.948,8
15,41.663,13
14,47.091,12
12,42.585,13
14,31.647,14
15,33.501,17
14,23.808,19
15,34.034,15
14,42.493,12
15,42.94,10
14,34.284,17
14,39.048,19
10,25.928,17
13,31.645,17
16,30.897,16
18,36.648,17
13,38.786,18
17,33.184,18
14,34.326,14
11,44.476,8
9,35.814,7
10,45.816,8
12,40.835,15
13,42.48,10
14,38.73,16
20,32.222,21
14,44.165,15
13,35.693,15
15,37.836,14
14,30.474,18
16,32.985,16
10,37.023,14
13,31.653,17
16,37.091,25
8,35.593,8
15,38.727,21
12,41.143,17
14,31.838,14
14,41.738,12
11,39.206,12
14,24.419,17
12,30.924,17
16,36.228,17
13,40.285,16
18,35.541,22
14,30.633,16
16,24.297,20
14,32.321,26
15,29.611,20
15,32.705,17
15,33.939,16
17,31.87,17
12,29.025,13
13,31.584,13
10,33.117,13
13,35.818,18
10,27.113,22
14,27.676,19
13,41.98,15
9,40.385,8
13,34.637,11
13,32.246,14
15,32.979,18
16,32.484,15
18,28.994,22
15,35.482,19
14,43.034,16
14,32.155,22
14,44.299,18
12,39.622,19
19,35.344,22
15,35.447,17
12,31.499,18
13,41.429,13
13,33.938,13
13,36.854,16
12,40.046,13
14,33.779,22
12,39.745,13
13,38.186,10
11,36.475,16
16,28.578,14
19,33.73,22
17,37.52,16
12,30.557,11
15,24.452,23
15,33.663,20
13,38.955,11
16,33.059,18
13,35.82,11
14,26.735,17
16,25.429,17
13,42.192,16
13,36.721,18
16,32.912,20
13,35.887,15
15,32.735,16
11,27.634,23
14,38.158,15
13,36.338,17
12,45.87,13
15,28.964,15
14,31.292,20
12,39.212,15
14,39.463,16
15,33.524,18
17,37.206,17
17,38.931,20
15,37.992,11
11,33.487,13
13,36.174,10
13,42.809,16
18,25.836,19
11,40.889,6
15,37.909,21
15,30.887,17
15,33.002,16
14,32.1,17
15,38.509,20
15,31.31,15
16,32.465,20
17,40.866,13
12,43.661,14
10,38.237,13
14,33.04,13
13,42.823,14
12,48.123,15
17,31.695,19
18,27.586,19
13,26.993,21
16,33.663,20
13,42.785,13
13,46.442,6
15,35.315,16
16,35.426,15
17,24.487,21
12,45.607,14
17,27.114,16
14,41.224,14
9,39.841,14
11,43.737,9
13,36.841,18
19,34.456,27
12,36.788,13
15,33.326,11
14,41.672,15
14,32.711,21
13,41.765,13
15,34.845,24
13,34.702,19
9,40.931,16
14,27.308,16
12,34.174,19
15,32.119,22
10,39.221,12
12,36.264,14
15,35.246,17
16,26.017,21
11,39.035,18
14,33.512,19
12,41.992,11
8,22.369,12
14,31.504,14
13,43.294,16
14,36.325,15
11,43.86,15
16,40.824,20
14,36.239,16
11,35.085,9
13,31.988,17
15,27.276,13
12,31.738,10
15,35.04,18
15,30.755,24
17,28.203,22
14,31.196,22
12,34.39,13
13,43.032,14
14,35.592,11
15,44.29,17
20,22.957,17
10,43.002,10
13,36.26,17
13,38.576,14
14,30.417,15
15,25.387,21
12,29.998,15
16,37.83,21
9,39.551,9
12,37.79,10
20,31.258,24
16,35.378,17
15,27.353,18
15,30.93,23
18,24.247,22
14,35.061,11
15,32.265,18
18,34.05,11
15,33.358,18
11,32.219,10
15,33.251,11
17,34.728,15
13,37.345,11
16,34.018,24
15,29.032,23
10,34.242,16
13,36.703,13
12,29.322,21
12,27.408,15
12,37.047,9
8,36.607,8
13,32.728,20
12,39.521,11
13,36.991,14
16,29.896,14
13,40.536,8
16,28.86,21
13,35.137,14
13,37.885,15
17,33.819,20
17,33.923,19
13,39.091,11
14,34.551,19
10,45.033,9
12,35.147,15
14,30.917,16
11,31.057,17
13,40.201,12
13,31.352,18
13,32.757,16
13,40.592,17
13,32.248,15
11,36.939,15
14,37.631,13
15,35.521,16
15,34.614,15
12,37.315,12
14,37.418,13
12,36.735,12
14,45.234,17
14,29.639,19
12,27.652,20
16,37.296,16
14,46.263,9
17,32.095,15
16,28.982,21
14,30.895,18
14,34.802,21
13,36.777,15
14,31.581,22
15,25.971,20
11,43.472,16
11,33.505,17
15,33.669,13
12,44.392,13
15,40.306,23
16,31.113,16
12,28.198,12
9,43.609,12
12,36.229,14
14,29.828,16
14,39.436,17
11,30.319,18
13,46.915,16
13,41.175,21
17,31.977,21
12,38.415,12
16,32.272,16
11,39.426,13
14,31.726,18
14,33.507,17
16,38.062,13
17,36.348,20
15,40.043,12
14,35.533,12
13,37.582,14
17,22.571,22
15,26.386,19
15,34.583,20
12,35.467,8
11,31.172,17
19,32.471,15
14,34.559,19
12,38.955,13
15,37.323,14
15,38.194,20
11,35.237,11
12,29.726,15
15,35.535,13
10,45.53,8
13,34.568,17
15,25.246,21
13,43.109,14
15,32.851,15
16,34.037,15
11,33.991,14
14,37.182,12
17,28.268,18
11,36.233,15
9,39.884,11
13,34.909,16
17,38.199,15
13,32.254,9
15,33.102,15
10,22.401,15
14,32.184,15
16,35.133,16
16,30.109,21
14,37.242,18
12,31.984,16
13,44.962,17
13,36.282,17
14,29.523,16
17,30.663,21
16,36.81,21
15,27.265,20
12,31.269,12
13,37.261,16
15,41.283,14
15,33.62,21
11,33.339,13
13,34.679,14
11,44.79,13
17,30.947,19
13,42.982,9
14,29.397,22
13,24.552,17
12,34.867,14
11,38.705,12
16,35.771,18
16,38.591,12
19,29.961,26
13,34.258,18
10,41.734,9
14,33.626,17
17,32.872,18
15,33.118,16
17,31.193,21
17,31.537,18
12,40.591,13
13,36.559,14
13,31.53,19
15,29.285,15
16,32.305,22
18,29.603,20
15,42.758,17
15,37.068,19
14,27.375,18
16,28.291,19
12,32.552,15
12,32.229,12
14,36.176,16
10,34.8,12
22,27.091,30
10,40.37,9
17,31.161,15
14,32.821,15
14,31.416,19
17,36.024,19
13,31.518,18
18,32.064,23
12,34.023,15
11,33.287,10
12,37.972,16
13,34.344,17
15,34.834,19
10,34.678,15
9,39.235,11
14,33.299,16
11,35.3,14
15,27.363,23
17,27.412,26
13,32.814,19
13,32.201,12
9,35.904,15
11,46.426,13
12,39.932,10
13,36.322,10
15,37.269,13
16,36.229,14
11,36.292,14
15,36.725,17
14,23.735,15
15,31.964,18
15,42.541,14
15,35.504,19
15,31.342,19
15,30.561,19
14,41.377,9
17,38.05,19
9,34.712,14
11,39.118,17
14,38.016,15
13,38.395,16
12,30.54,18
12,36.219,7
13,39.698,6
15,39.867,18
14,33.527,14
13,36.014,13
13,33.131,13
14,29.452,16
14,31.062,19
13,43.491,18
20,28.541,20
11,36.837,17
14,29.34,22
12,38.489,17
13,43.547,14
13,33.566,15
13,33.951,9
12,42.205,13
12,41.816,12
15,34.329,11
14,36.305,15
12,40.69,18
11,32.557,18
16,37.92,21
15,34.234,11
14,37.532,13
14,33.927,14
14,36.693,16
19,27.083,21
16,40.759,21
14,38.777,14
11,33.28,13
13,38.24,17
12,33.412,16
18,25.868,18
11,33.773,16
13,33.55,21
11,40.016,12
15,36.15,18
13,46.021,13
12,31.382,19
15,35.991,15
14,36.445,13
13,40.274,16
15,22.513,17
16,36.048,15
16,27.741,18
15,40.342,19
15,41.902,13
16,37.221,19
12,40.066,12
13,28.916,12
12,39.357,12
13,31.065,11
15,31.639,17
15,31.312,18
14,30.579,20
15,40.629,20
17,26.819,20
15,28.156,15
15,33.472,12
15,31.72,14
17,33.263,26
13,33.673,25
13,32.834,20
11,44.923,17
11,30.008,17
12,38.902,13
12,29.831,13
14,22.646,22
14,31.458,12
17,31.215,17
9,37.26,11
10,34.205,17
12,34.675,15
13,35.153,15
16,30.122,16
15,36.057,16
17,33.232,19
16,33.237,16
14,33.256,15
13,36.008,16
14,41.26,17
12,36.685,11
12,38.724,11
15,32.304,20
13,33.048,14
13,39.621,15
6,48.604,16
14,39.359,18
17,29.992,18
15,34.38,17
13,30.63,19
13,33.85,16
15,32.256,22
14,29.603,17
14,36.998,14
16,26.652,22
16,33.102,18
16,25.595,20
12,37.103,17
13,40.862,14
15,39.432,15
8,44.297,7
10,37.98,13
15,29.259,23
17,41.304,20
10,43.361,18
14,36.74,14
14,32.101,24
12,31.793,9
11,41.282,12
15,24.954,15
14,29.994,20
14,26.264,18
10,37.582,8
21,27.545,18
18,31.677,22
14,36.464,13
12,45.472,8
13,35.617,13
14,38.562,10
13,40.047,13
16,31.892,12
12,39.726,11
17,31.82,19
19,27.103,26
15,34.635,15
17,35.662,20
15,24.268,17
11,46.949,14
12,33.926,18
16,34.36,16
13,34.763,18
14,30.588,15
16,35.483,15
15,33.622,20
14,34.433,21
12,33.689,18
13,41.028,14
12,32.584,13
13,33.291,14
13,35.857,17
13,35.648,13
11,32.798,20
10,29.26,10
16,30.299,22
16,23.047,18
10,45.962,14
13,27.477,8
14,33.15,15
16,35.937,15
15,30.695,15
16,41.187,10
14,37.124,16
14,25.962,19
17,33.047,25
9,39.386,12
13,34.73,16
